"Zaman";"Sembol";"Durum";"Yon";"Hacim_USD";"Fiyat";"PnL_Yuzde_lev";"PnL_USD_brut";"Ucret_USD";"PnL_USD_net";"Kapanma_Sebebi";"Bakiye_USDT"
"2026-03-04 20:25:22";"AVAX/USDT";"ACILDI";"AL";"13967.31";"9.521";"-";"-";"11.1738";"-";"-";"4780.94"
