"Time";"Symbol";"Status";"Side";"Volume_USD";"Price";"PnL_Pct_lev";"PnL_USD_gross";"Fee_USD";"PnL_USD_net";"Close_Reason";"Balance_USDT"
"2026-03-07 22:08:55";"ARB/USDT";"OPENED";"LONG";"2502.57";"0.097";"-";"-";"2.0021";"-";"-";"5000.0"
